eventID	campaign	station	transect	number	site	eventDurationValue	samplingEffortValue	verbatimSiteNames	eventDurationUnit	samplingEffortUnit	targetHabitatScope	verbatimTargetScope	protocolNames	protocolDescriptions	protocolReferences
TANGO1_ROV9_q3	TANGO1	DI	q3	1				DI1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV12_q1	TANGO1	DI	q1	2				DI2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV12_q2	TANGO1	DI	q2	2				DI2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV12_q3	TANGO1	DI	q3	2				DI2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV13_q1	TANGO1	DI	q1	5				DI5	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV13_q2	TANGO1	DI	q2	5				DI5	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV13_q3	TANGO1	DI	q3	5				DI5	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV14_t1	TANGO1	DI	t1	6				DI6	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV15_q1	TANGO1	BI	q1	1	a			BI1a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV15_q2	TANGO1	BI	q2	1	a			BI1a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV15_q3	TANGO1	BI	q3	1	a			BI1a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV16_q1	TANGO1	BI	q1	1	b			BI1b	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV18_q1	TANGO1	BI	q1	1	b			BI1b	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV18_q2	TANGO1	BI	q2	1	b			BI1b	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV19_t1	TANGO1	BI	t1	1	c			BI1c	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV20_q1	TANGO1	BI	q1	3				BI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV20_q2	TANGO1	BI	q2	3				BI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV20_q3	TANGO1	BI	q3	3				BI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV22_q1	TANGO1	BI	q1	2	a			BI2a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV22_q2	TANGO1	BI	q2	2	a			BI2a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV22_q3	TANGO1	BI	q3	2	a			BI2a	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV23_t1	TANGO1	BI	t1	2	b			BI2b	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
